,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9
210,0.15887383,0.03355866,0.019248907,0.02948833,0.43750617,0.018339017,0.03306349,0.02101833,0.017257512,0.23164582
211,0.14451864,0.030526439,0.017509654,0.026823888,0.036551405,0.01668198,0.6625672,0.019119201,0.015698195,0.030003488
212,0.054162763,0.030526439,0.017509654,0.026823888,0.21726316,0.01668198,0.03007601,0.019119201,0.5578335,0.030003488
215,0.03978392,0.08879112,0.0128612835,0.21880886,0.09321661,0.012253336,0.22119762,0.014043536,0.011530721,0.28751302
217,0.19826071,0.041878287,0.024020959,0.16075534,0.17410022,0.022885498,0.041260358,0.026229046,0.021535873,0.2890738
218,0.117795676,0.060625624,0.008781547,0.013452876,0.108963124,0.053682268,0.10571554,0.3267995,0.007873053,0.1963108
219,0.09879738,0.05568276,0.031939063,0.048929,0.066672795,0.3600626,0.054861143,0.19969164,0.02863481,0.054728854
222,0.1473781,0.083063126,0.047644164,0.072988406,0.0994572,0.045392044,0.081837505,0.05202378,0.042715143,0.32750055
226,0.38114738,0.19373326,0.01605866,0.024601039,0.033522453,0.18103607,0.027583664,0.017534826,0.09726556,0.027517151
228,0.16387148,0.36832288,0.22067584,0.08183421,0.1212985,0.0065779383,0.011859392,0.0075389687,0.006190018,0.011830796
229,0.1631115,0.24188891,0.008781547,0.104084514,0.01833148,0.008366446,0.24166301,0.14553624,0.007873053,0.06036335
230,0.113698624,0.024016377,0.013775549,0.02110343,0.3841895,0.3685574,0.023662006,0.015041844,0.012350401,0.02360495
231,0.23487452,0.030526439,0.017509654,0.026823888,0.12690729,0.01668198,0.03007601,0.019119201,0.015698195,0.48178288
232,0.15887383,0.03355866,0.019248907,0.02948833,0.5368372,0.018339017,0.03306349,0.02101833,0.017257512,0.13231479
233,0.5701301,0.041878287,0.024020959,0.16075534,0.050143752,0.022885498,0.041260358,0.026229046,0.021535873,0.041160867
234,0.02062239,0.39005437,0.006666774,0.010213154,0.013916891,0.006351638,0.25227144,0.21369678,0.07478279,0.011423782
235,0.3156361,0.0666713,0.03824198,0.05858474,0.07983013,0.23377614,0.06568754,0.041757308,0.034285657,0.065529145
236,0.5701301,0.041878287,0.024020959,0.03679887,0.050143752,0.022885498,0.041260358,0.026229046,0.021535873,0.16511732
238,0.05954281,0.03355866,0.019248907,0.12881935,0.04018209,0.21700107,0.33105657,0.02101833,0.017257512,0.13231479
239,0.06610954,0.037259705,0.021371787,0.032740477,0.7063286,0.020361552,0.036709927,0.023336355,0.019160772,0.036621407
240,0.2657875,0.34830424,0.009198379,0.15649189,0.019201616,0.008763575,0.015799886,0.10497756,0.008246761,0.06322861
242,0.05954281,0.23222071,0.019248907,0.02948833,0.43750617,0.018339017,0.03306349,0.02101833,0.017257512,0.13231479
243,0.07430424,0.28979123,0.024020959,0.03679887,0.42201316,0.022885498,0.041260358,0.026229046,0.021535873,0.041160867
244,0.19826071,0.16583475,0.024020959,0.03679887,0.2980567,0.022885498,0.041260358,0.026229046,0.021535873,0.16511732
245,0.17803912,0.009114402,0.05918377,0.008008917,0.3076704,0.3556938,0.008979917,0.0057084975,0.0046870736,0.06291411
246,0.16178389,0.08326494,0.074298844,0.018476559,0.27412906,0.011490713,0.020716654,0.013169494,0.010813071,0.33185682
247,0.08852645,0.12939623,0.010725726,0.18247665,0.46517766,0.06556719,0.018423384,0.011711672,0.009616098,0.018378958
248,0.25820485,0.23222071,0.118579924,0.02948833,0.04018209,0.018339017,0.23172553,0.02101833,0.017257512,0.032983765
249,0.1061526,0.02242244,0.0128612835,0.0860715,0.29232264,0.07862201,0.22119762,0.1467809,0.011530721,0.02203832
