,,record_id,file_id,bitlink,custom_bitlink,date_created,title,long_url,clicks_for_all_time,clicks_for_date_range,status,date_range_start,date_range_end,created_start,created_end,start_end
https://penncobaltplus.com/3GexGSC,203,rid0203,fid0015,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,30,19,,2022-04-24,2022-06-22,86 days,145 days,59 days
https://penncobaltplus.com/3GexGSC,587,rid0587,fid0046,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,30,19,,2022-04-30,2022-06-28,92 days,151 days,59 days
https://penncobaltplus.com/3GexGSC,356,rid0356,fid0029,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,30,10,,2022-05-20,2022-07-18,112 days,171 days,59 days
https://penncobaltplus.com/3GexGSC,76,rid0076,fid0006,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,30,8,,2022-05-27,2022-07-25,119 days,178 days,59 days
https://penncobaltplus.com/3GexGSC,381,rid0381,fid0030,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,30,2,,2022-06-03,2022-08-01,126 days,185 days,59 days
https://penncobaltplus.com/3GexGSC,110,rid0110,fid0008,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,33,3,,2022-06-24,2022-08-22,147 days,206 days,59 days
https://penncobaltplus.com/3GexGSC,575,rid0575,fid0045,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,36,6,,2022-07-01,2022-08-29,154 days,213 days,59 days
https://penncobaltplus.com/3GexGSC,335,rid0335,fid0027,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,40,10,,2022-07-09,2022-09-06,162 days,221 days,59 days
https://penncobaltplus.com/3GexGSC,393,rid0393,fid0031,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,41,11,,2022-07-15,2022-09-12,168 days,227 days,59 days
https://penncobaltplus.com/3GexGSC,128,rid0128,fid0010,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,42,12,,2022-07-24,2022-09-21,177 days,236 days,59 days
https://penncobaltplus.com/3GexGSC,551,rid0551,fid0044,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,42,12,,2022-07-29,2022-09-26,182 days,241 days,59 days
https://penncobaltplus.com/3GexGSC,523,rid0523,fid0042,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,42,12,,2022-08-05,2022-10-03,189 days,248 days,59 days
https://penncobaltplus.com/3GexGSC,39,rid0039,fid0004,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,43,13,,2022-08-12,2022-10-10,196 days,255 days,59 days
https://penncobaltplus.com/3GexGSC,601,rid0601,fid0047,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,43,10,,2022-08-19,2022-10-17,203 days,262 days,59 days
https://penncobaltplus.com/3GexGSC,643,rid0643,fid0050,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,43,7,,2022-08-28,2022-10-26,212 days,271 days,59 days
https://penncobaltplus.com/3GexGSC,505,rid0505,fid0041,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,44,8,,2022-09-02,2022-10-31,217 days,276 days,59 days
https://penncobaltplus.com/3GexGSC,165,rid0165,fid0012,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,47,6,,2022-09-09,2022-11-07,224 days,283 days,59 days
https://penncobaltplus.com/3GexGSC,428,rid0428,fid0033,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,47,6,,2022-09-16,2022-11-14,231 days,290 days,59 days
https://penncobaltplus.com/3GexGSC,462,rid0462,fid0037,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,47,5,,2022-09-23,2022-11-21,238 days,297 days,59 days
https://penncobaltplus.com/3GexGSC,276,rid0276,fid0020,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,47,5,,2022-09-30,2022-11-28,245 days,304 days,59 days
https://penncobaltplus.com/3GexGSC,540,rid0540,fid0043,https://penncobaltplus.com/3GexGSC,https://penncobaltplus.com/connect-with-care,2022-01-28,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=PSYCHIATRIST&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=psych&utm_campaign=psych,49,2,,2023-01-01,2023-01-09,338 days,346 days,8 days
https://penncobaltplus.com/3Hbgw9X,293,rid0293,fid0022,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,11,11,,2021-12-31,2022-02-28,-28 days,31 days,59 days
https://penncobaltplus.com/3Hbgw9X,259,rid0259,fid0019,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,11,11,,2022-01-07,2022-03-07,-21 days,38 days,59 days
https://penncobaltplus.com/3Hbgw9X,214,rid0214,fid0016,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,22,22,,2022-01-14,2022-03-14,-14 days,45 days,59 days
https://penncobaltplus.com/3Hbgw9X,491,rid0491,fid0040,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,28,28,,2022-01-21,2022-03-21,-7 days,52 days,59 days
https://penncobaltplus.com/3Hbgw9X,480,rid0480,fid0039,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,28,28,,2022-01-21,2022-03-21,-7 days,52 days,59 days
https://penncobaltplus.com/3Hbgw9X,89,rid0089,fid0007,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,42,42,,2022-01-28,2022-03-28,0 days,59 days,59 days
https://penncobaltplus.com/3Hbgw9X,618,rid0618,fid0048,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,45,44,,2022-02-04,2022-04-04,7 days,66 days,59 days
https://penncobaltplus.com/3Hbgw9X,289,rid0289,fid0021,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,45,1,,2022-04-03,2022-04-11,65 days,73 days,8 days
https://penncobaltplus.com/3Hbgw9X,178,rid0178,fid0013,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,53,51,,2022-02-22,2022-04-22,25 days,84 days,59 days
https://penncobaltplus.com/3Hbgw9X,625,rid0625,fid0049,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,58,47,,2022-02-25,2022-04-25,28 days,87 days,59 days
https://penncobaltplus.com/3Hbgw9X,25,rid0025,fid0003,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,79,68,,2022-03-04,2022-05-02,35 days,94 days,59 days
https://penncobaltplus.com/3Hbgw9X,5,rid0005,fid0001,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,86,66,,2022-03-11,2022-05-09,42 days,101 days,59 days
https://penncobaltplus.com/3Hbgw9X,143,rid0143,fid0011,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,99,73,,2022-03-18,2022-05-16,49 days,108 days,59 days
https://penncobaltplus.com/3Hbgw9X,188,rid0188,fid0014,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,113,28,,2022-05-08,2022-05-23,100 days,115 days,15 days
https://penncobaltplus.com/3Hbgw9X,408,rid0408,fid0032,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,126,81,,2022-04-05,2022-06-03,67 days,126 days,59 days
https://penncobaltplus.com/3Hbgw9X,58,rid0058,fid0005,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,136,57,,2022-05-03,2022-06-09,95 days,132 days,37 days
https://penncobaltplus.com/3Hbgw9X,200,rid0200,fid0015,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,138,81,,2022-04-24,2022-06-22,86 days,145 days,59 days
https://penncobaltplus.com/3Hbgw9X,585,rid0585,fid0046,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,141,63,,2022-04-30,2022-06-28,92 days,151 days,59 days
https://penncobaltplus.com/3Hbgw9X,226,rid0226,fid0017,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,152,12,,2022-06-26,2022-07-11,149 days,164 days,15 days
https://penncobaltplus.com/3Hbgw9X,351,rid0351,fid0029,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,159,50,,2022-05-20,2022-07-18,112 days,171 days,59 days
https://penncobaltplus.com/3Hbgw9X,71,rid0071,fid0006,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,162,46,,2022-05-27,2022-07-25,119 days,178 days,59 days
https://penncobaltplus.com/3Hbgw9X,371,rid0371,fid0030,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,164,38,,2022-06-03,2022-08-01,126 days,185 days,59 days
https://penncobaltplus.com/3Hbgw9X,314,rid0314,fid0026,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,166,29,,2022-06-11,2022-08-09,134 days,193 days,59 days
https://penncobaltplus.com/3Hbgw9X,242,rid0242,fid0018,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,168,31,,2022-06-17,2022-08-15,140 days,199 days,59 days
https://penncobaltplus.com/3Hbgw9X,98,rid0098,fid0008,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,171,32,,2022-06-24,2022-08-22,147 days,206 days,59 days
https://penncobaltplus.com/3Hbgw9X,565,rid0565,fid0045,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,186,45,,2022-07-01,2022-08-29,154 days,213 days,59 days
https://penncobaltplus.com/3Hbgw9X,329,rid0329,fid0027,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,194,48,,2022-07-09,2022-09-06,162 days,221 days,59 days
https://penncobaltplus.com/3Hbgw9X,387,rid0387,fid0031,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,208,53,,2022-07-15,2022-09-12,168 days,227 days,59 days
https://penncobaltplus.com/3Hbgw9X,124,rid0124,fid0010,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,219,57,,2022-07-24,2022-09-21,177 days,236 days,59 days
https://penncobaltplus.com/3Hbgw9X,547,rid0547,fid0044,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,219,57,,2022-07-29,2022-09-26,182 days,241 days,59 days
https://penncobaltplus.com/3Hbgw9X,518,rid0518,fid0042,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,227,62,,2022-08-05,2022-10-03,189 days,248 days,59 days
https://penncobaltplus.com/3Hbgw9X,34,rid0034,fid0004,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,227,59,,2022-08-12,2022-10-10,196 days,255 days,59 days
https://penncobaltplus.com/3Hbgw9X,596,rid0596,fid0047,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,230,61,,2022-08-19,2022-10-17,203 days,262 days,59 days
https://penncobaltplus.com/3Hbgw9X,635,rid0635,fid0050,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,230,53,,2022-08-28,2022-10-26,212 days,271 days,59 days
https://penncobaltplus.com/3Hbgw9X,500,rid0500,fid0041,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,233,45,,2022-09-02,2022-10-31,217 days,276 days,59 days
https://penncobaltplus.com/3Hbgw9X,159,rid0159,fid0012,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,235,38,,2022-09-09,2022-11-07,224 days,283 days,59 days
https://penncobaltplus.com/3Hbgw9X,423,rid0423,fid0033,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,238,26,,2022-09-16,2022-11-14,231 days,290 days,59 days
https://penncobaltplus.com/3Hbgw9X,457,rid0457,fid0037,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,239,20,,2022-09-23,2022-11-21,238 days,297 days,59 days
https://penncobaltplus.com/3Hbgw9X,271,rid0271,fid0020,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,241,14,,2022-09-30,2022-11-28,245 days,304 days,59 days
https://penncobaltplus.com/3Hbgw9X,441,rid0441,fid0034,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,242,1,,2022-12-01,2022-12-12,307 days,318 days,11 days
https://penncobaltplus.com/3Hbgw9X,473,rid0473,fid0038,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,244,2,,2023-02-06,2023-02-15,374 days,383 days,9 days
https://penncobaltplus.com/3Hbgw9X,118,rid0118,fid0009,https://penncobaltplus.com/3Hbgw9X,https://penncobaltplus.com/homepage,2022-01-28,Cobalt,https://www.penncobalt.com/?utm_source=cobalt&utm_medium=homepage&utm_campaign=homepage,244,2,,2023-02-13,2023-02-20,381 days,388 days,7 days
https://penncobaltplus.com/3KSNu0T,8,rid0008,fid0001,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,3,3,,2022-03-11,2022-05-09,42 days,101 days,59 days
https://penncobaltplus.com/3KSNu0T,148,rid0148,fid0011,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,8,8,,2022-03-18,2022-05-16,49 days,108 days,59 days
https://penncobaltplus.com/3KSNu0T,191,rid0191,fid0014,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,9,8,,2022-05-08,2022-05-23,100 days,115 days,15 days
https://penncobaltplus.com/3KSNu0T,410,rid0410,fid0032,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,47,47,,2022-04-05,2022-06-03,67 days,126 days,59 days
https://penncobaltplus.com/3KSNu0T,57,rid0057,fid0005,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,70,70,,2022-05-03,2022-06-09,95 days,132 days,37 days
https://penncobaltplus.com/3KSNu0T,201,rid0201,fid0015,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,75,75,,2022-04-24,2022-06-22,86 days,145 days,59 days
https://penncobaltplus.com/3KSNu0T,584,rid0584,fid0046,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,81,81,,2022-04-30,2022-06-28,92 days,151 days,59 days
https://penncobaltplus.com/3KSNu0T,224,rid0224,fid0017,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,93,15,,2022-06-26,2022-07-11,149 days,164 days,15 days
https://penncobaltplus.com/3KSNu0T,347,rid0347,fid0029,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,122,113,,2022-05-20,2022-07-18,112 days,171 days,59 days
https://penncobaltplus.com/3KSNu0T,67,rid0067,fid0006,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,146,103,,2022-05-27,2022-07-25,119 days,178 days,59 days
https://penncobaltplus.com/3KSNu0T,367,rid0367,fid0030,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,167,120,,2022-06-03,2022-08-01,126 days,185 days,59 days
https://penncobaltplus.com/3KSNu0T,310,rid0310,fid0026,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,193,122,,2022-06-11,2022-08-09,134 days,193 days,59 days
https://penncobaltplus.com/3KSNu0T,238,rid0238,fid0018,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,212,139,,2022-06-17,2022-08-15,140 days,199 days,59 days
https://penncobaltplus.com/3KSNu0T,96,rid0096,fid0008,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,220,144,,2022-06-24,2022-08-22,147 days,206 days,59 days
https://penncobaltplus.com/3KSNu0T,563,rid0563,fid0045,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,227,146,,2022-07-01,2022-08-29,154 days,213 days,59 days
https://penncobaltplus.com/3KSNu0T,327,rid0327,fid0027,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,229,137,,2022-07-09,2022-09-06,162 days,221 days,59 days
https://penncobaltplus.com/3KSNu0T,385,rid0385,fid0031,https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,2022-01-28,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,229,110,,2022-07-15,2022-09-12,168 days,227 days,59 days
