,,Word_1,Word_2,Word_3,Word_4,Word_5,Word_6,Word_7,Word_8,Word_9,Word_10,Word_11,Word_12,Word_13,Word_14,Word_15,Word_16,Word_17,Word_18,Word_19,Word_20
Topic_6,word,sleep,recommendation,hour,program,night,improve,offer,caffeine,weight,participate,tip,discuss,especially,new,want,medication,apnea,wake,loss,currently
Topic_6,value,0.080130585,0.060195018,0.040264625,0.040264558,0.040263336,0.030329194,0.020332629,0.020332081,0.020331897,0.020331807,0.02033169,0.020331567,0.020331377,0.020331215,0.020331185,0.020331,0.020330386,0.020330379,0.020330025,0.020329734
Topic_7,word,stress,work,business,adolescent,cope,find,family,end,strategy,day,way,unfinished,holiday,little,perhaps,habit,change,lifestyle,depression,balance
Topic_7,value,0.058857795,0.0359255,0.018052252,0.01805203,0.018051991,0.018051978,0.018051859,0.018051833,0.018051771,0.018051488,0.018051377,0.01805111,0.01805073,0.018049818,0.017420962,0.017110875,0.01692897,0.009115597,0.00911554,0.009115509
Topic_8,word,interaction,feel,need,suggest,cobalt,long,assessement,base,make,daily,specific,offer,free,guilty,say,incredibly,center,use,relatable,opportunity
Topic_8,value,0.029121716,0.029121546,0.02912149,0.019478658,0.019478573,0.019478032,0.019477934,0.019477773,0.019477148,0.013116717,0.01129625,0.009836082,0.0098359985,0.009835997,0.009835827,0.009835788,0.009835727,0.009835707,0.0098357005,0.009835688
Topic_9,word,good,think,slide,time,recording,legacy,facilitator,tone,different,hope,family,approach,positive,make,grief,week,motivation,priority,anxiety,value
Topic_9,value,0.016834877,0.016834758,0.016834099,0.016832838,0.011261036,0.011260794,0.011260724,0.011260605,0.011260588,0.011260585,0.011260519,0.0112605095,0.0112605,0.011260308,0.011260204,0.011260158,0.011260014,0.011259949,0.011259884,0.011259817
Topic_10,word,daughter,deal,anxiety,grief,habit,bad,break,type,set,answer,group,friendship,change,difficulty,reminder,well,struggle,life,make,future
Topic_10,value,0.02980999,0.029809842,0.02980977,0.029809501,0.02980797,0.015053013,0.015052953,0.015052918,0.015052867,0.01505279,0.015052725,0.01505267,0.015052659,0.015052497,0.015052497,0.015052475,0.015052454,0.015052351,0.015052307,0.0150523
Topic_11,word,time,day,experience,recommendation,personal,information,partly,take,project,performance,elderly,recommend,know,lecture,growth,find,right,large,work,grief
Topic_11,value,0.079715304,0.028581023,0.028579798,0.026870193,0.022386493,0.020839497,0.014431648,0.0144314915,0.014431448,0.014431386,0.014431321,0.014431296,0.01443111,0.014431097,0.0144310575,0.014431038,0.014430962,0.014430955,0.014430931,0.014430914
Topic_12,word,see,session,relevant,lot,alone,maintain,honestly,cover,good,tip,current,birthing,validation,recent,struggle,personal,go,sign,event,balance
Topic_12,value,0.040589906,0.04058931,0.02049781,0.020497669,0.020497559,0.020497544,0.020497514,0.020497272,0.020497266,0.0204972,0.020497113,0.020497056,0.02049705,0.020496914,0.020496711,0.020496514,0.02049647,0.02049638,0.020496264,0.02049626
Topic_13,word,help,learn,strategy,event,new,skill,good,social,time,say,plan,handle,information,conflict,link,stress,deal,seek,socially,hear
Topic_13,value,0.0302563,0.028643813,0.017231604,0.017231554,0.017231472,0.017230947,0.014598487,0.014571468,0.014532846,0.014485578,0.011526024,0.011525956,0.011525898,0.011525795,0.011525725,0.011525556,0.011525457,0.011524872,0.0115248505,0.009562656
Topic_14,word,option,anxiety,emotion,education,smoothing,helpful,excellent,panic,work,lack,relapse,book,negative,control,nice,session,therapist,parent,attack,depth
Topic_14,value,0.035587177,0.03558641,0.0355861,0.017969944,0.017969823,0.017969644,0.017969623,0.01796961,0.017969606,0.017969392,0.017969359,0.017969308,0.017969241,0.017969228,0.017969146,0.017969126,0.017969102,0.017969035,0.017968912,0.017968873
Topic_15,word,always,time,session,good,think,minute,include,cobalt,link,boundary,management,well,look,thing,help,dear,topic,terrific,interested,say
Topic_15,value,0.02274503,0.020593416,0.020177713,0.014335481,0.01424622,0.013496692,0.013496491,0.013496421,0.013495466,0.010651744,0.01057503,0.010377916,0.010368505,0.010279626,0.010028375,0.009959227,0.008337166,0.007863205,0.0076627014,0.0072640767
Topic_16,word,entire,recommendation,session,attend,overthinke,attention,change,keep,futre,anxiety,time,self,full,family,deescalate,loss,holiday,step,situation,grief
Topic_16,value,0.0374135,0.037413128,0.02797182,0.01926152,0.018893003,0.018892938,0.018892886,0.018892797,0.018892592,0.018892588,0.018892545,0.01889241,0.018892404,0.01889228,0.018892268,0.018892203,0.018892037,0.018891953,0.018891938,0.018891457
Topic_17,word,tip,strategy,care,other,emotion,know,need,self,hone,practice,quick,helpful,pause,mother,experience,evolve,new,physiological,already,feel
Topic_17,value,0.03693666,0.02470654,0.024706354,0.024705412,0.024705315,0.024704937,0.024704563,0.024703668,0.012475655,0.012475521,0.012475473,0.012475452,0.012475436,0.012475397,0.012475331,0.012475294,0.012475253,0.012475196,0.012475181,0.012475181
Topic_18,word,friend,find,people,present,make,plan,keep,sound,deal,applicable,communication,asleep,relaxation,consistently,info,skill,grace,helpful,sure,discuss
Topic_18,value,0.034970812,0.034970652,0.034968723,0.034968317,0.03496803,0.017658973,0.017658716,0.017658612,0.017658591,0.017658567,0.017658537,0.017658439,0.017658416,0.017658135,0.017658107,0.017658,0.017657984,0.017657956,0.017657941,0.017657904
Topic_19,word,grief,make,cope,excuse,post,support,need,involve,recognize,illness,apply,information,person,step,practical,stop,cancer,long,work,personal
Topic_19,value,0.024852056,0.024850765,0.02485068,0.018669626,0.018669479,0.018669292,0.01866913,0.012488086,0.01248783,0.012487807,0.012487632,0.012487611,0.0124875475,0.012487493,0.012487423,0.012487331,0.012487276,0.012487225,0.012487165,0.012487157
Topic_20,word,session,apply,mindfulness,present,emotional,time,technique,think,communication,ask,excellent,self,compassion,expand,open,experience,learning,caregiver,like,intelligence
Topic_20,value,0.034662712,0.018318007,0.018317489,0.018317224,0.016546374,0.016179785,0.01569213,0.015615909,0.015548228,0.014127542,0.014109374,0.013889174,0.012375792,0.0092499135,0.009249737,0.009249661,0.009249594,0.00924958,0.009249577,0.009249566
Topic_21,word,loss,back,anonymity,exercise,shift,expert,realize,improve,anonymous,interaction,cbt,think,lose,shame,maternal,cope,topic,friend,refresher,principle
Topic_21,value,0.048894428,0.032705914,0.032705624,0.016515303,0.01651526,0.016515246,0.01651507,0.016514953,0.01651479,0.016514653,0.016514648,0.016514635,0.016514584,0.016514545,0.016514521,0.016514488,0.016514432,0.016514424,0.016514398,0.01651435
Topic_22,word,care,connect,navigate,interesting,appreciated,long,relationship,philly,workable,handle,chronic,grief,live,hospice,day,strategy,daily,client,improve,little
Topic_22,value,0.04110061,0.027490692,0.027490186,0.020570315,0.013882456,0.013882331,0.013882262,0.013882249,0.013882223,0.013882186,0.013882166,0.013882083,0.013881934,0.013881847,0.013881818,0.013881812,0.01388176,0.013881742,0.01388174,0.013881737
Topic_23,word,feel,time,recommendation,use,interested,skill,different,communicate,situation,want,help,identify,well,relevant,valuable,family,understanding,challenge,acknowledgement,new
Topic_23,value,0.025865445,0.025864631,0.017300636,0.017300619,0.017300416,0.01730039,0.017299823,0.017299617,0.017299276,0.017299145,0.01729912,0.008736045,0.008735994,0.008735989,0.008735976,0.00873596,0.008735951,0.008735946,0.008735945,0.008735933
Topic_24,word,help,people,patient,recent,develop,community,grief,connection,always,way,well,look,seminar,overcome,loss,father,understanding,communicate,point,interrupt
Topic_24,value,0.04527265,0.031281017,0.028465072,0.028463718,0.028463487,0.028463433,0.028463386,0.028462451,0.021479687,0.017102351,0.01682178,0.016229782,0.01437323,0.014373213,0.014373046,0.014373006,0.014372941,0.014372866,0.014372827,0.014372734
Topic_25,word,judgmental,wonderful,mindful,chat,lily,presenter,question,personable,interest,relatable,always,reinforcement,say,time,interested,great,hear,terrific,topic,think
Topic_25,value,0.029759236,0.029759161,0.029758383,0.029758181,0.029758014,0.029757433,0.02975657,0.029756125,0.029755259,0.02975434,0.004302531,0.0034435578,0.0034045852,0.0033754383,0.0032135716,0.003203439,0.0031435692,0.003093231,0.003084753,0.002987252
Topic_26,word,want,volunteer,community,time,anxiety,think,already,great,home,feel,get,help,change,inspiration,work,relax,single,write,expectation,health
Topic_26,value,0.033288103,0.033287123,0.025009321,0.025009006,0.025007153,0.016727684,0.016727604,0.016727388,0.016727338,0.016726611,0.016726542,0.016726447,0.01672633,0.016726281,0.016726008,0.016725762,0.008446834,0.008446737,0.008446734,0.008446692
Topic_27,word,long,stress,work,need,help,time,penn,session,old,pay,son,advice,learn,impact,grace,loneliness,method,advocate,suggestion,offer
Topic_27,value,0.027207073,0.027206805,0.020438889,0.020438433,0.020438261,0.020438083,0.020438038,0.020437887,0.013671493,0.013671056,0.0136707425,0.013670731,0.013670661,0.013669282,0.006903371,0.0069032647,0.0069032405,0.0069032283,0.0069032265,0.006903225
Topic_28,word,feel,last,loss,grief,way,form,hangout,social,start,get,friendship,event,end,difficult,happend,old,toxic,new,go,one
Topic_28,value,0.03527233,0.027263451,0.020476304,0.02047341,0.018989386,0.018744728,0.017992612,0.017978277,0.017737798,0.017730806,0.017664216,0.017597837,0.017597038,0.017570263,0.017554367,0.017519943,0.017478595,0.017412977,0.017215494,0.017185729
Topic_29,word,mindfulness,time,way,improve,sleep,need,anxiety,balance,tip,helpful,life,personal,cause,interested,occasional,limit,daily,suffer,little,manifest
Topic_29,value,0.034999013,0.034995154,0.023266014,0.01758539,0.01758536,0.01758507,0.017584978,0.017584816,0.017584804,0.017584689,0.017584225,0.017583452,0.01468183,0.013903635,0.008880074,0.008880043,0.008880037,0.00888,0.008879922,0.008879881
Topic_30,word,stress,minimize,deal,sleep,loss,strategy,work,look,anxiety,like,disposition,remember,intelligence,related,therapy,learn,tool,emotional,coping,perspective
Topic_30,value,0.058583234,0.029388413,0.019657975,0.019657012,0.019656846,0.019656695,0.019656632,0.019656068,0.019655872,0.019655295,0.009926306,0.00992624,0.009926153,0.009926014,0.009926005,0.009926001,0.009925943,0.00992589,0.009925876,0.009925852
Topic_31,word,need,presenter,tragedy,life,hosting,framework,understanding,lose,change,still,friend,give,recent,go,good,specific,suggestion,sit,year,session
Topic_31,value,0.039101455,0.019746242,0.019746138,0.019745646,0.019745559,0.019745532,0.019745383,0.019745283,0.019745234,0.019745171,0.019745165,0.019745048,0.019745018,0.019745007,0.019744938,0.019744892,0.019744871,0.01974478,0.019744534,0.019744346
Topic_32,word,life,time,work,cope,sleep,balance,session,example,skill,lot,available,get,look,money,die,deal,relationship,schedule,prioritization,duration
Topic_32,value,0.028359637,0.028359277,0.028358525,0.028357811,0.021305569,0.021303713,0.014250007,0.0142495865,0.014249429,0.014248739,0.01424817,0.0142476605,0.014247432,0.014246333,0.014246049,0.014245159,0.007195829,0.0071957973,0.0071957414,0.007195735
Topic_33,word,session,loss,grief,question,decision,use,sugne,current,night,support,time,difference,learn,mobility,discussion,comment,make,parent,stress,need
Topic_33,value,0.024962489,0.024022954,0.023472397,0.023302529,0.01616283,0.016162578,0.016162366,0.016162269,0.016162131,0.01616212,0.016161993,0.01616197,0.016161932,0.01616189,0.016161777,0.016161747,0.016161643,0.016161518,0.016161483,0.016161423
Topic_34,word,family,cope,stress,always,death,deal,listen,grief,learn,flexibility,presentation,understand,time,attend,feeling,love,anxiety,physicality,encouragement,new
Topic_34,value,0.028827498,0.0288262,0.019282505,0.019281833,0.01928173,0.019281527,0.01928131,0.019281259,0.019280678,0.009736768,0.00973663,0.009736585,0.009736563,0.00973656,0.009736557,0.009736514,0.009736512,0.009736496,0.009736492,0.009736491
Topic_35,word,time,work,helpful,self,interest,dedicate,link,write,brief,excellent,real,family,matter,none,subject,curiosity,mindfulness,presenter,concise,journaling
Topic_35,value,0.0436459,0.025120797,0.025120502,0.017340636,0.016938914,0.012686257,0.0126859145,0.0126858,0.012685764,0.01268576,0.0126857115,0.012685654,0.0126856,0.012685597,0.012685582,0.012685491,0.012685476,0.012685382,0.012685369,0.012685331
Topic_36,word,understand,eld,return,trauma,often,purchase,emotional,information,focus,care,meditation,buyer,useful,spending,remorse,intellectual,impractical,project,directly,gatheree
Topic_36,value,0.05494496,0.027745606,0.027745374,0.027745137,0.027744511,0.027744219,0.0277439,0.027743764,0.027743725,0.027743697,0.027743435,0.027743086,0.027742958,0.027742486,0.02774131,0.000544127,0.000544127,0.000544127,0.000544127,0.000544127
Topic_37,word,make,practical,engaging,session,sense,sleep,prior,brown,attend,dynamic,intermittent,different,share,reduction,change,stress,breathe,say,perspective,mindfulness
Topic_37,value,0.028546803,0.028546648,0.028546233,0.028545853,0.028545653,0.028545553,0.028545313,0.028544974,0.028544808,0.028544309,0.014414781,0.014414627,0.014414616,0.014414604,0.014414395,0.014414335,0.014414254,0.014414164,0.014414162,0.014414156
Topic_38,word,communication,improve,meeting,start,time,ground,feel,effective,access,information,want,moment,bit,way,stress,add,help,handout,grief,emotion
Topic_38,value,0.02750804,0.01920587,0.019205637,0.0192047,0.014345276,0.0128464885,0.012846334,0.012846252,0.012846191,0.01284617,0.0128460955,0.012846003,0.012845987,0.012845938,0.012845905,0.01284582,0.012845722,0.012845704,0.012845507,0.012845155
Topic_39,word,change,specific,provide,recommendation,feel,school,different,opportunity,thought,emotion,actionable,time,tip,work,help,mom,talk,way,really,understand
Topic_39,value,0.028969888,0.021764912,0.021764243,0.021763839,0.021763727,0.0145574175,0.014557328,0.014557318,0.014557312,0.014557144,0.014557133,0.014557025,0.014556987,0.0145568745,0.014556865,0.014556852,0.014556747,0.014556721,0.014556635,0.014556511
Topic_40,word,session,time,information,child,night,stress,look,life,year,say,single,parenting,short,terror,learn,slide,long,new,maybe,way
Topic_40,value,0.034208924,0.027393457,0.020580582,0.020580344,0.02057894,0.01632907,0.016277855,0.013765466,0.013765442,0.013765237,0.013765202,0.013765197,0.013765141,0.013764905,0.013764894,0.013764794,0.013764639,0.013764543,0.013764511,0.009085177
Topic_41,word,self,conversation,step,child,depression,teenage,communicate,well,emotion,example,setting,boundary,strengthen,try,life,care,listen,busy,transition,improve
Topic_41,value,0.0302567,0.030256692,0.030255197,0.015278459,0.015278451,0.015278367,0.015278226,0.0152781885,0.015278132,0.015278117,0.015278089,0.01527808,0.015278035,0.015277945,0.015277892,0.015277848,0.015277828,0.015277789,0.015277772,0.015277762
Topic_42,word,last,technique,childhood,make,acceptance,still,year,cope,need,present,long,belief,always,look,pass,life,limit,develop,grief,something
Topic_42,value,0.013858634,0.013858459,0.013858431,0.013858347,0.013858217,0.013858122,0.013858064,0.013857951,0.013857912,0.0138578545,0.013857809,0.013857807,0.013857487,0.013856448,0.0069981213,0.006998052,0.006997996,0.006997992,0.006997942,0.0069979127
Topic_43,word,sleep,suggest,specific,anxiety,suggestion,recently,know,other,recommedation,method,use,process,well,motivated,example,behavior,tactical,learn,regard,pull
Topic_43,value,0.028704764,0.028704353,0.020485263,0.01903352,0.018507876,0.014495085,0.014495045,0.0144948885,0.01449488,0.0144946715,0.014494589,0.014494547,0.014494511,0.0144944545,0.01449445,0.014494406,0.014494371,0.014494342,0.014494326,0.014494305
Topic_44,word,community,avenue,think,family,event,tip,go,join,learn,holiday,session,identify,long,way,stress,share,engagement,normal,dread,entire
Topic_44,value,0.03788111,0.02533772,0.025337359,0.025336877,0.025336761,0.025336502,0.025336482,0.025336238,0.02533586,0.025335375,0.018797603,0.018636543,0.017865535,0.016791232,0.015775379,0.012794115,0.012793873,0.0127938185,0.01279373,0.012793716
Topic_45,word,partly,network,name,knowledgeable,mitigate,lecture,large,intellectual,incorporate,impractical,gatheree,directly,attendee,wellfocuse,small,participate,thoroughly,project,course,timely
Topic_45,value,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912,0.0009633912
Topic_46,word,self,make,think,interest,love,session,attend,slide,soothe,future,idea,reference,share,change,start,technique,report,negatively,always,need
Topic_46,value,0.036263768,0.027539013,0.027467765,0.023092596,0.022265788,0.01998308,0.015690202,0.0140377795,0.014037557,0.014037504,0.014037502,0.014037097,0.014034434,0.013950996,0.013929229,0.013919374,0.013905178,0.013904997,0.013903364,0.013902667
Topic_47,word,ptsd,work,way,year,hour,personal,handle,behavior,talk,subject,stop,focus,mundane,fatigue,instead,self,family,method,motivation,care
Topic_47,value,0.034128938,0.034127574,0.024485152,0.022827493,0.022827426,0.016479958,0.012900424,0.012022009,0.012009931,0.01176806,0.011527561,0.01152717,0.011527165,0.011527107,0.011527087,0.011527066,0.011526926,0.011526917,0.011526915,0.011526839
Topic_48,word,keep,want,work,talk,back,prioritize,value,progress,project,depression,stress,productivity,urgency,past,really,learn,way,many,interesting,maybe
Topic_48,value,0.02666294,0.026662486,0.026662376,0.026662324,0.026662134,0.013463637,0.013463497,0.013463356,0.013463341,0.013463306,0.013463278,0.013463183,0.013463165,0.013463158,0.013463138,0.013463059,0.01346302,0.013463007,0.013462996,0.013462995
Topic_49,word,well,recommendation,technique,life,tip,information,time,focus,communication,home,winter,body,angle,relaxation,habit,strategy,maybe,helpful,other,blue
Topic_49,value,0.03327293,0.022256363,0.022255603,0.02225552,0.02225537,0.022255244,0.02225523,0.022255199,0.022254912,0.02225392,0.011238754,0.011238588,0.011238483,0.011238436,0.011238405,0.011238386,0.011238369,0.011238338,0.01123832,0.011238318
